Manuscript N°	Page N°	Title	Type	Description	General description	IIIF 
	012v	Portrait of the Evangelist Matthew	full-page miniature	Matthew	human	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0017/full/full/0/default.jpg
				geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0017/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0017/full/full/0/default.jpg
				book	object	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0017/full/full/0/default.jpg
	013r		title page	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0017/full/full/0/default.jpg
				geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0017/full/full/0/default.jpg
				birds	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0017/full/full/0/default.jpg
				man	human	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0017/full/full/0/default.jpg
				wings	wing	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0017/full/full/0/default.jpg
	014v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0019/full/full/0/default.jpg
	015r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0019/full/full/0/default.jpg
	016r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0020/full/full/0/default.jpg
	017r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0021/full/full/0/default.jpg
	018v		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0023/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0023/full/full/0/default.jpg
	021r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0025/full/full/0/default.jpg
	023v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0028/full/full/0/default.jpg
	027r		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0031/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0031/full/full/0/default.jpg
	028v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0033/full/full/0/default.jpg
	029r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0033/full/full/0/default.jpg
	030r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0034/full/full/0/default.jpg
	030v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0035/full/full/0/default.jpg
	032r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0036/full/full/0/default.jpg
	034r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0038/full/full/0/default.jpg
	035v		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0040/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0040/full/full/0/default.jpg
	036r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0040/full/full/0/default.jpg
	037r	Healing of the demoniac	marginal miniature	man	human	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0041/full/full/0/default.jpg
				devil	devil	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0041/full/full/0/default.jpg
	038v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0043/full/full/0/default.jpg
	039v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0044/full/full/0/default.jpg
	041v		marginal ornament	floral motif	plant	 https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0046/full/full/0/default.jpg
	042v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0047/full/full/0/default.jpg
	043v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0048/full/full/0/default.jpg
	044r		marginal miniature	siren	bird-woman	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0048/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0048/full/full/0/default.jpg
	044v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0049/full/full/0/default.jpg
	045v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0050/full/full/0/default.jpg
	046v		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0051/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0051/full/full/0/default.jpg
	047v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0052/full/full/0/default.jpg
	048v		marginal ornament	floral motif	plant	 https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0053/full/full/0/default.jpg
	050r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0054/full/full/0/default.jpg
	052v		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0057/full/full/0/default.jpg
				snake	reptile	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0057/full/full/0/default.jpg
	053r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0057/full/full/0/default.jpg
	054r		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0058/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0058/full/full/0/default.jpg
	056v		marginal ornament	floral motif	plant	 https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0061/full/full/0/default.jpg
	057v		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0062/full/full/0/default.jpg
				snake	reptile	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0062/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0062/full/full/0/default.jpg
	060r		marginal miniature	church	building	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0064/full/full/0/default.jpg
				pillars	object	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0064/full/full/0/default.jpg
				cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0064/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0064/full/full/0/default.jpg
	061r		marginal ornament	plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0065/full/full/0/default.jpg
	062v		marginal ornament	plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0067/full/full/0/default.jpg
	064r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0068/full/full/0/default.jpg
	065r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0069/full/full/0/default.jpg
	066r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0070/full/full/0/default.jpg
	068r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0072/full/full/0/default.jpg
	070v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0075/full/full/0/default.jpg
				geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0075/full/full/0/default.jpg
	077v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0082/full/full/0/default.jpg
	078r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0082/full/full/0/default.jpg
	079r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0083/full/full/0/default.jpg
	081v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0086/full/full/0/default.jpg
	083r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0087/full/full/0/default.jpg
	085r		marginal ornament	cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0089/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0089/full/full/0/default.jpg
				geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0089/full/full/0/default.jpg
	087r		marginal ornament	cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0091/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0091/full/full/0/default.jpg
	087v		marginal ornament	cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0092/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0092/full/full/0/default.jpg
	088r		marginal miniature	Mary	human	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0092/full/full/0/default.jpg
	090v	Portrait of the Evangelist Mark	full-page miniature	Mark	human	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0095/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0095/full/full/0/default.jpg
				geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0095/full/full/0/default.jpg
				book	object	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0095/full/full/0/default.jpg
	091r		title page	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0095/full/full/0/default.jpg
				geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0095/full/full/0/default.jpg
				lions	animal	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0095/full/full/0/default.jpg
				birds	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0095/full/full/0/default.jpg
	092r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0096/full/full/0/default.jpg
	092v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0097/full/full/0/default.jpg
	093v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0098/full/full/0/default.jpg
	094v		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0099/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0099/full/full/0/default.jpg
	095v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0100/full/full/0/default.jpg
	096v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0101/full/full/0/default.jpg
	097r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0101/full/full/0/default.jpg
	097v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0102/full/full/0/default.jpg
	098r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0102/full/full/0/default.jpg
	099r		marginal miniature	siren	bird-woman	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0103/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0103/full/full/0/default.jpg
	099v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0104/full/full/0/default.jpg
	100r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0104/full/full/0/default.jpg
	101r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0105/full/full/0/default.jpg
	102r		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0106/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0106/full/full/0/default.jpg
	104r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0108/full/full/0/default.jpg
	105r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0109/full/full/0/default.jpg
	105v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0110/full/full/0/default.jpg
	106r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0110/full/full/0/default.jpg
	106v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0111/full/full/0/default.jpg
	108r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0112/full/full/0/default.jpg
	109r		marginal miniature	Jesus Christ	God	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0113/full/full/0/default.jpg
				boat	object	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0113/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0113/full/full/0/default.jpg
	110r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0114/full/full/0/default.jpg
	111r		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0115/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0115/full/full/0/default.jpg
	112r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0116/full/full/0/default.jpg
	113r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0117/full/full/0/default.jpg
	113v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0118/full/full/0/default.jpg
	114v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0119/full/full/0/default.jpg
	117r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0121/full/full/0/default.jpg
	118r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0122/full/full/0/default.jpg
	119v		marginal ornament	bird	bird	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0124/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0124/full/full/0/default.jpg
	120r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0124/full/full/0/default.jpg
	121v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0126/full/full/0/default.jpg
	122r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0126/full/full/0/default.jpg
	123r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0127/full/full/0/default.jpg
	124v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0129/full/full/0/default.jpg
	125v		marginal ornament	geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0130/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0130/full/full/0/default.jpg
				pillars	object	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0130/full/full/0/default.jpg
	127v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0132/full/full/0/default.jpg
	128v		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0133/full/full/0/default.jpg
	129v		marginal miniature	temple	building	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0134/full/full/0/default.jpg
				pillars	object	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0134/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0134/full/full/0/default.jpg
	132r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0136/full/full/0/default.jpg
	133r		marginal ornament	cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0137/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0137/full/full/0/default.jpg
	134r		marginal ornament	cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0138/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0138/full/full/0/default.jpg
	137v		marginal ornament	cross	cross	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0142/full/full/0/default.jpg
				stylized plant	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0142/full/full/0/default.jpg
	140r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0144/full/full/0/default.jpg
	141r		marginal ornament	floral motif	plant	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0145/full/full/0/default.jpg
	147v	Portrait of the Evangelist Luke	full-page miniature	Luke	human	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0152/full/full/0/default.jpg
				geometrical motif	shape	https://iiif.irht.cnrs.fr/iiif/France/Paris/Musee_Armenien_de_France/MAF_MS0055/DEPOT/MAF_MS0055_0152/full/full/0/default.jpg
